Message_body,Label
"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",NonSpam
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",NonSpam
Ok...,NonSpam
Thanks  and ! Or bomb and date as my phone wanted to say! ,NonSpam
yes baby! I need to stretch open your pussy!,NonSpam
Same to u...,NonSpam
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",NonSpam
I'm fine. Hope you are also,NonSpam
I liked your new house,NonSpam
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,NonSpam
Maybe you should find something else to do instead???,NonSpam
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,NonSpam
S.this will increase the chance of winning.,NonSpam
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,NonSpam
Pls help me tell Ashley that i cant find her number oh,NonSpam
Missing you too.pray inshah allah,NonSpam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,Spam
I need details about that online job.,NonSpam
"Awesome, that gonna be soon or later tonight?",NonSpam
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",NonSpam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,Spam
That's one of the issues but california is okay. No snow so its manageable,NonSpam
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,NonSpam
....photoshop makes my computer shut down.,NonSpam
Yay can't wait to party together!,NonSpam
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",NonSpam
I hope your pee burns tonite.,NonSpam
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",Spam
Rats. Hey did u ever vote for the next themes?,NonSpam
Po de :-):):-):-):-). No need job aha.,NonSpam
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",NonSpam
"How long before you get reply, just defer admission til next semester",NonSpam
Lol no. Just trying to make your day a little more interesting,NonSpam
Yup but it's not giving me problems now so mayb i'll jus leave it...,NonSpam
"Haha, just what I was thinkin",NonSpam
I am going to sleep. I am tired of travel.,NonSpam
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,NonSpam
:-) :-),NonSpam
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),Spam
Im good! I have been thinking about you...,NonSpam
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,Spam
Got smaller capacity one? Quite ex...,NonSpam
How's ur paper?,NonSpam
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,NonSpam
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,NonSpam
Ü no home work to do meh... ,NonSpam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,NonSpam
i can call in  &lt;#&gt;  min if thats ok,NonSpam
"fyi I'm at usf now, swing by the room whenever",NonSpam
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,NonSpam
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",NonSpam
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",NonSpam
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,NonSpam
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,Spam
Call me when u finish then i come n pick u.,NonSpam
Sorry for the delay. Yes masters,NonSpam
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",NonSpam
How do you plan to manage that,NonSpam
Reverse is cheating. That is not mathematics.,NonSpam
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",NonSpam
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",NonSpam
I dont know why she.s not getting your messages,NonSpam
Just come home. I don't want u to be miserable,NonSpam
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Spam
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,Spam
Saw Guys and Dolls last night with Patrick Swayze it was great,NonSpam
Sorry that was my uncle. I.ll keep in touch,NonSpam
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,NonSpam
Gd luck 4 ur exams :-),NonSpam
Send me your resume:-),NonSpam
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,NonSpam
We're on the opposite side from where we dropped you off,NonSpam
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",NonSpam
Ü thk of wat to eat tonight.,NonSpam
Holy living christ what is taking you so long,NonSpam
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",Spam
Indeed and by the way it was either or - not both !,NonSpam
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",NonSpam
"Call me, i am senthil from hsbc.",NonSpam
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,NonSpam
Sen told that he is going to join his uncle finance in cbe,NonSpam
O we cant see if we can join denis and mina? Or does denis want alone time,NonSpam
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,NonSpam
Sorry completely forgot * will pop em round this week if your still here?,NonSpam
Quite lor. But dun tell him wait he get complacent...,NonSpam
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",NonSpam
U repeat e instructions again. Wat's e road name of ur house?,NonSpam
Ok then u tell me wat time u coming later lor.,NonSpam
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",NonSpam
Hi..i got the money da:),NonSpam
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,NonSpam
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,NonSpam
I'm not sure if its still available though,NonSpam
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,Spam
Whens your radio show?,NonSpam
if you text on your way to cup stop that should work. And that should be BUS,NonSpam
Hi.:)technical support.providing assistance to us customer through call and email:),NonSpam
Prepare to be pleasured :),NonSpam
Me too! Have a lovely night xxx,NonSpam
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),NonSpam
I'm home. Doc gave me pain meds says everything is fine.,NonSpam
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,Spam
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",NonSpam
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,NonSpam
U wan 2 haf lunch i'm in da canteen now.,NonSpam
Ok lor... Or u wan me go look 4 u?,NonSpam
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,Spam
Well boy am I glad G wasted all night at applebees for nothing,NonSpam
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Spam
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",NonSpam
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,NonSpam
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,NonSpam
"When you just put in the + sign, choose my number and the pin will show. Right?",NonSpam
Orh i tot u say she now still dun believe.,NonSpam
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
Thinking of u ;) x,NonSpam
I am in hospital da. . I will return home in evening,NonSpam
Ya very nice. . .be ready on thursday,NonSpam
Many more happy returns of the day. I wish you happy birthday.,NonSpam
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",NonSpam
We have pizza if u want,NonSpam
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,NonSpam
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",NonSpam
"Not for possession, especially not first offense",NonSpam
Oh k:)after that placement there ah?,NonSpam
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Spam
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,NonSpam
Wat time r ü going to xin's hostel?,NonSpam
K:)eng rocking in ashes:),NonSpam
I dont know ask to my brother. Nothing problem some thing that. Just i told .,NonSpam
I've reached already.,NonSpam
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,NonSpam
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",Spam
Jason says it's cool if we pick some up from his place in like an hour,NonSpam
"There'll be a minor shindig at my place later tonight, you interested?",NonSpam
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",Spam
HELLO PEACH! MY CAKE TASTS LUSH!,NonSpam
"I'm home, my love ... If your still awake ... *loving kiss*",NonSpam
"Yup. Anything lor, if u dun wan it's ok...",NonSpam
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,NonSpam
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",NonSpam
My uncles in Atlanta. Wish you guys a great semester.,NonSpam
"K will do, addie &amp; I are doing some art so I'll be here when you get home",NonSpam
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",NonSpam
S:)8 min to go for lunch:),NonSpam
Oops i thk i dun haf enuff... I go check then tell ü..,NonSpam
Big brother‘s really scraped the barrel with this shower of social misfits,NonSpam
Thats cool princess! I will cover your face in hot sticky cum :),NonSpam
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,NonSpam
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),NonSpam
"Haha awesome, I might need to take you up on that, what you doin tonight?",NonSpam
"Did you say bold, then torch later. Or one torch and 2bold?",NonSpam
Wif my family booking tour package.,NonSpam
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,NonSpam
Hey anyway i have to :-),NonSpam
Yar but they say got some error.,NonSpam
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,NonSpam
Anytime...,NonSpam
